requisition_id,department,country,job_family,seniority_level,open_date,close_date,days_to_fill,candidates_screened,candidates_interviewed,hired_employee_id,source
REQ-00926,Operations,Norge,Individual Contributor,Junior,2024-07-31,2024-08-15,15,54,13,EMP-02965,LinkedIn
REQ-00927,Sales,Sverige,Individual Contributor,Mid,2022-05-03,2022-06-05,33,96,7,EMP-02966,Agency
REQ-00928,Marketing,Sverige,Individual Contributor,Junior,2023-11-30,2024-01-11,42,51,6,EMP-02969,LinkedIn
REQ-00929,Operations,Tyskland,Individual Contributor,Mid,2022-04-18,2022-05-17,29,118,4,EMP-02972,LinkedIn
REQ-00930,Customer Support,Sverige,Individual Contributor,Junior,2024-02-15,2024-03-10,24,114,8,EMP-02973,Agency
REQ-00931,Sales,Norge,Individual Contributor,Junior,2024-10-31,2024-12-10,40,144,3,EMP-02976,LinkedIn
REQ-00932,Customer Support,Norge,Individual Contributor,Mid,2024-07-08,2024-07-29,21,68,9,EMP-02977,LinkedIn
REQ-00933,R&D,Danmark,Individual Contributor,Junior,2024-10-22,2024-12-10,49,117,7,EMP-02978,Internal
REQ-00934,Marketing,Norge,Individual Contributor,Mid,2023-05-03,2023-06-02,30,115,4,EMP-02979,Internal
REQ-00935,Customer Support,Sverige,Individual Contributor,Junior,2024-10-29,2024-12-10,42,51,11,EMP-02980,LinkedIn
REQ-00936,Engineering,Norge,Individual Contributor,Mid,2021-12-08,2022-01-09,32,63,7,EMP-02993,Internal
REQ-00937,Engineering,Sverige,Individual Contributor,Junior,2023-09-05,2023-11-14,70,48,6,EMP-02996,Agency
REQ-00938,Marketing,Norge,Individual Contributor,Junior,2024-10-29,2024-12-10,42,62,14,EMP-03002,Agency
REQ-00939,Engineering,Norge,Individual Contributor,Junior,2022-08-12,2022-10-10,59,115,3,EMP-03006,LinkedIn
REQ-00940,Operations,Tyskland,Individual Contributor,Mid,2023-05-08,2023-05-23,15,52,6,EMP-03007,LinkedIn
REQ-00941,Engineering,Sverige,Individual Contributor,Mid,2023-06-03,2023-07-11,38,60,14,EMP-03008,Internal
REQ-00942,Operations,Danmark,Individual Contributor,Junior,2023-09-25,2023-11-01,37,50,6,EMP-03011,Referral
REQ-00943,Engineering,Tyskland,Individual Contributor,Mid,2023-06-23,2023-07-26,33,54,14,EMP-03014,Referral
REQ-00944,Operations,Finland,Individual Contributor,Junior,2023-04-22,2023-05-27,35,149,4,EMP-03015,LinkedIn
REQ-00945,Engineering,Finland,Individual Contributor,Junior,2022-06-17,2022-08-27,71,67,10,EMP-03016,LinkedIn
REQ-00946,Sales,Tyskland,Individual Contributor,Junior,2023-02-12,2023-03-09,25,29,5,EMP-03017,LinkedIn
REQ-00947,Engineering,Norge,Individual Contributor,Junior,2022-08-29,2022-10-23,55,88,15,EMP-03032,Job Board
REQ-00948,Sales,Danmark,Individual Contributor,Mid,2022-06-20,2022-07-12,22,41,9,EMP-03034,Job Board
REQ-00949,Operations,Sverige,Individual Contributor,Junior,2022-09-13,2022-10-27,44,33,14,EMP-03038,Job Board
REQ-00950,Customer Support,Norge,Individual Contributor,Junior,2022-09-27,2022-10-15,18,106,6,EMP-03039,Agency
REQ-00951,Customer Support,Sverige,Specialist,Mid,2022-02-02,2022-03-17,43,43,3,EMP-03045,LinkedIn
REQ-00952,Customer Support,Danmark,Individual Contributor,Junior,2024-09-06,2024-11-12,67,142,11,EMP-03047,Agency
REQ-00953,Sales,Finland,Individual Contributor,Junior,2024-11-04,2024-12-10,36,65,13,EMP-03048,Referral
REQ-00954,Marketing,Danmark,Individual Contributor,Mid,2022-12-04,2022-12-29,25,95,13,EMP-03049,Internal
REQ-00955,Sales,Norge,Individual Contributor,Mid,2022-06-24,2022-08-15,52,83,13,EMP-03052,Internal
REQ-00956,Engineering,Norge,Individual Contributor,Junior,2024-10-21,2024-12-10,50,102,4,EMP-03054,Agency
REQ-00957,Sales,Norge,Individual Contributor,Junior,2024-02-28,2024-03-16,17,97,14,EMP-03055,Agency
REQ-00958,Customer Support,Norge,Individual Contributor,Junior,2023-04-10,2023-05-20,40,139,12,EMP-03059,Job Board
REQ-00959,Customer Support,Danmark,Individual Contributor,Junior,2024-11-02,2024-12-10,38,42,10,EMP-03060,Referral
REQ-00960,Operations,Norge,Individual Contributor,Junior,2022-11-02,2022-11-27,25,25,13,EMP-03063,LinkedIn
REQ-00961,Engineering,Sverige,Individual Contributor,Junior,2023-09-13,2023-10-22,39,46,4,EMP-03066,LinkedIn
REQ-00962,R&D,Sverige,Individual Contributor,Junior,2022-10-13,2022-11-30,48,73,14,EMP-03067,Internal
REQ-00963,Customer Support,Danmark,Specialist,Mid,2023-05-28,2023-06-17,20,49,9,EMP-03068,Agency
REQ-00964,Sales,Danmark,Individual Contributor,Mid,2022-02-16,2022-03-02,14,33,4,EMP-03070,Agency
REQ-00965,R&D,Sverige,Individual Contributor,Junior,2024-11-17,2024-12-10,23,48,3,EMP-03071,Job Board
REQ-00966,Sales,Finland,Individual Contributor,Junior,2023-10-30,2023-12-26,57,97,13,EMP-03072,Internal
REQ-00967,HR,Danmark,Individual Contributor,Mid,2022-03-27,2022-04-27,31,55,3,EMP-03078,Internal
REQ-00968,Finance,Norge,Individual Contributor,Junior,2024-11-14,2024-12-10,26,124,7,EMP-03089,Agency
REQ-00969,Engineering,Sverige,Individual Contributor,Junior,2024-01-20,2024-03-08,48,117,5,EMP-03090,Agency
REQ-00970,Marketing,Sverige,Specialist,Mid,2022-05-16,2022-06-27,42,27,13,EMP-03098,LinkedIn
REQ-00971,Sales,Danmark,Individual Contributor,Junior,2023-11-01,2023-12-29,58,68,13,EMP-03100,LinkedIn
REQ-00972,Marketing,Danmark,Individual Contributor,Junior,2024-01-01,2024-02-10,40,146,6,EMP-03101,Referral
REQ-00973,Engineering,Norge,Individual Contributor,Mid,2023-09-08,2023-11-26,79,114,5,EMP-03104,Agency
REQ-00974,Customer Support,Sverige,Individual Contributor,Junior,2024-03-20,2024-05-04,45,72,12,EMP-03105,Referral
REQ-00975,HR,Norge,Individual Contributor,Mid,2021-12-04,2022-01-03,30,115,13,EMP-03112,Agency
REQ-00976,Operations,Norge,Individual Contributor,Junior,2024-05-12,2024-06-29,48,52,3,EMP-03114,Agency
REQ-00977,Finance,Danmark,Specialist,Junior,2024-06-14,2024-07-28,44,100,9,EMP-03117,Referral
REQ-00978,Marketing,Sverige,Individual Contributor,Mid,2023-01-21,2023-03-14,52,138,12,EMP-03123,Agency
REQ-00979,Sales,Norge,Individual Contributor,Mid,2022-06-30,2022-08-15,46,128,10,EMP-03126,Internal
REQ-00980,Customer Support,Danmark,Individual Contributor,Junior,2024-11-04,2024-12-10,36,38,5,EMP-03128,Referral
REQ-00981,Operations,Norge,Individual Contributor,Junior,2024-11-13,2024-12-10,27,99,15,EMP-03130,LinkedIn
REQ-00982,Customer Support,Finland,Individual Contributor,Junior,2024-10-24,2024-12-10,47,24,4,EMP-03134,LinkedIn
REQ-00983,Operations,Finland,Individual Contributor,Junior,2024-09-21,2024-10-13,22,109,12,EMP-03135,Referral
REQ-00984,Operations,Danmark,Individual Contributor,Mid,2024-09-07,2024-10-09,32,102,15,EMP-03139,LinkedIn
REQ-00985,Sales,Norge,Individual Contributor,Mid,2022-04-19,2022-05-06,17,62,7,EMP-03147,Job Board
REQ-00986,Customer Support,Sverige,Individual Contributor,Mid,2022-01-20,2022-03-02,41,136,15,EMP-03148,LinkedIn
REQ-00987,Marketing,Norge,Individual Contributor,Junior,2024-06-04,2024-07-21,47,70,3,EMP-03149,Referral
REQ-00988,Customer Support,Finland,Individual Contributor,Junior,2024-06-28,2024-08-16,49,128,11,EMP-03158,Referral
REQ-00989,Customer Support,Danmark,Individual Contributor,Junior,2023-10-09,2023-11-10,32,131,4,EMP-03163,Referral
REQ-00990,Sales,Finland,Individual Contributor,Junior,2024-10-31,2024-12-10,40,35,14,EMP-03164,Agency
REQ-00991,Engineering,Sverige,Individual Contributor,Junior,2023-06-14,2023-08-21,68,54,14,EMP-03167,LinkedIn
REQ-00992,Customer Support,Norge,Individual Contributor,Junior,2024-06-01,2024-07-20,49,108,7,EMP-03168,LinkedIn
REQ-00993,Sales,Tyskland,Individual Contributor,Junior,2024-11-21,2024-12-10,19,23,5,EMP-03171,Referral
REQ-00994,Engineering,Norge,Individual Contributor,Mid,2022-09-05,2022-10-28,53,43,9,EMP-03176,Internal
REQ-00995,Operations,Danmark,Individual Contributor,Junior,2024-08-17,2024-09-25,39,119,15,EMP-03177,Internal
REQ-00996,Engineering,Sverige,Individual Contributor,Junior,2024-07-25,2024-09-09,46,85,8,EMP-03181,Agency
REQ-00997,Finance,Danmark,Individual Contributor,Junior,2023-10-18,2023-11-01,14,45,8,EMP-03182,Job Board
REQ-00998,Customer Support,Sverige,Individual Contributor,Junior,2023-02-21,2023-03-07,14,53,5,EMP-03183,LinkedIn
REQ-00999,Engineering,Norge,Individual Contributor,Mid,2023-04-04,2023-05-26,52,87,11,EMP-03188,LinkedIn
REQ-01000,Sales,Finland,Individual Contributor,Mid,2022-12-16,2023-01-04,19,24,9,EMP-03190,Internal
REQ-01001,Engineering,Norge,Individual Contributor,Junior,2024-10-29,2024-12-10,42,23,7,EMP-03195,LinkedIn
REQ-01002,Sales,Norge,Individual Contributor,Junior,2022-12-12,2023-01-26,45,67,14,EMP-03197,Referral
REQ-01003,Sales,Danmark,Individual Contributor,Mid,2022-03-16,2022-04-26,41,36,7,EMP-03199,Job Board
REQ-01004,Marketing,Tyskland,Specialist,Mid,2022-12-05,2022-12-31,26,29,8,EMP-03200,Agency
REQ-01005,Customer Support,Danmark,Individual Contributor,Junior,2023-10-26,2023-12-13,48,131,7,EMP-03202,Agency
REQ-01006,Operations,Norge,Specialist,Mid,2023-08-13,2023-09-24,42,138,13,EMP-03203,LinkedIn
REQ-01007,Engineering,Tyskland,Individual Contributor,Mid,2022-07-08,2022-08-19,42,143,5,EMP-03205,Referral
REQ-01008,HR,Danmark,Individual Contributor,Mid,2023-08-20,2023-10-16,57,63,9,EMP-03206,Referral
REQ-01009,Engineering,Sverige,Individual Contributor,Junior,2024-10-14,2024-12-10,57,44,8,EMP-03207,Job Board
REQ-01010,Sales,Sverige,Individual Contributor,Mid,2021-12-17,2022-01-09,23,77,7,EMP-03212,Internal
REQ-01011,Customer Support,Danmark,Individual Contributor,Junior,2024-11-26,2024-12-10,14,111,6,EMP-03214,LinkedIn
REQ-01012,Engineering,Tyskland,Individual Contributor,Mid,2021-11-21,2022-01-13,53,96,6,EMP-03215,LinkedIn
REQ-01013,HR,Sverige,Individual Contributor,Junior,2023-04-11,2023-05-08,27,55,9,EMP-03217,Agency
REQ-01014,Operations,Tyskland,Individual Contributor,Junior,2023-07-03,2023-08-07,35,149,11,EMP-03218,Agency
REQ-01015,Operations,Danmark,Individual Contributor,Junior,2022-03-25,2022-04-25,31,73,4,EMP-03221,LinkedIn
REQ-01016,Operations,Tyskland,Individual Contributor,Mid,2022-05-24,2022-06-07,14,65,15,EMP-03224,Internal
REQ-01017,Marketing,Norge,Individual Contributor,Junior,2022-06-16,2022-07-16,30,32,11,EMP-03225,LinkedIn
REQ-01018,Sales,Sverige,Individual Contributor,Junior,2022-08-23,2022-09-10,18,59,3,EMP-03227,Agency
REQ-01019,Operations,Danmark,Specialist,Mid,2022-07-27,2022-08-23,27,122,7,EMP-03237,Internal
REQ-01020,Marketing,Norge,Individual Contributor,Mid,2024-06-25,2024-07-21,26,106,12,EMP-03239,Referral
REQ-01021,R&D,Tyskland,Individual Contributor,Junior,2024-11-05,2024-12-10,35,68,7,EMP-03245,LinkedIn
REQ-01022,Operations,Sverige,Individual Contributor,Mid,2022-12-23,2023-01-31,39,107,11,EMP-03246,Job Board
REQ-01023,Marketing,Danmark,Individual Contributor,Mid,2024-10-30,2024-12-10,41,131,8,EMP-03248,Agency
REQ-01024,Engineering,Danmark,Individual Contributor,Mid,2022-12-22,2023-01-05,14,113,4,EMP-03250,Internal
REQ-01025,Marketing,Sverige,Individual Contributor,Junior,2023-04-02,2023-05-28,56,140,14,EMP-03255,LinkedIn
REQ-01026,Operations,Tyskland,Specialist,Mid,2022-02-25,2022-03-11,14,82,15,EMP-03256,Internal
REQ-01027,Sales,Tyskland,Individual Contributor,Mid,2023-12-12,2024-01-15,34,108,3,EMP-03259,LinkedIn
REQ-01028,Customer Support,Tyskland,Individual Contributor,Junior,2024-11-18,2024-12-10,22,95,15,EMP-03260,Agency
REQ-01029,R&D,Norge,Individual Contributor,Junior,2024-11-01,2024-12-10,39,97,14,EMP-03262,Internal
REQ-01030,R&D,Sverige,Individual Contributor,Junior,2022-08-19,2022-09-02,14,55,15,EMP-03273,Agency
REQ-01031,Marketing,Norge,Individual Contributor,Junior,2024-10-13,2024-12-10,58,115,7,EMP-03279,LinkedIn
REQ-01032,Engineering,Tyskland,Individual Contributor,Mid,2024-10-27,2024-12-10,44,89,12,EMP-03280,LinkedIn
REQ-01033,Sales,Norge,Individual Contributor,Mid,2022-06-27,2022-08-08,42,73,4,EMP-03286,Job Board
REQ-01034,Customer Support,Sverige,Specialist,Mid,2022-10-19,2022-11-10,22,135,14,EMP-03292,Referral
REQ-01035,Finance,Tyskland,Individual Contributor,Mid,2023-02-22,2023-04-22,59,92,12,EMP-03296,LinkedIn
REQ-01036,Finance,Finland,Individual Contributor,Junior,2023-10-02,2023-10-26,24,89,5,EMP-03298,LinkedIn
REQ-01037,Operations,Tyskland,Individual Contributor,Mid,2024-11-26,2024-12-10,14,80,5,EMP-03299,Agency
REQ-01038,Sales,Tyskland,Individual Contributor,Mid,2022-09-26,2022-11-20,55,105,13,EMP-03305,Referral
REQ-01039,Engineering,Sverige,Individual Contributor,Junior,2023-06-13,2023-07-15,32,137,7,EMP-03319,LinkedIn
REQ-01040,Engineering,Norge,Individual Contributor,Junior,2023-02-06,2023-03-26,48,125,14,EMP-03320,LinkedIn
REQ-01041,Customer Support,Norge,Specialist,Mid,2024-04-16,2024-06-13,58,91,12,EMP-03321,Job Board
REQ-01042,Sales,Sverige,Individual Contributor,Mid,2022-06-19,2022-07-17,28,107,3,EMP-03322,Referral
REQ-01043,Customer Support,Tyskland,Individual Contributor,Mid,2024-11-02,2024-12-10,38,97,10,EMP-03328,Referral
REQ-01044,Customer Support,Finland,Individual Contributor,Junior,2024-10-14,2024-12-10,57,117,14,EMP-03330,LinkedIn
REQ-01045,Marketing,Sverige,Individual Contributor,Junior,2024-11-05,2024-12-10,35,131,6,EMP-03332,Referral
REQ-01046,R&D,Sverige,Individual Contributor,Mid,2023-08-19,2023-10-12,54,63,11,EMP-03335,Agency
REQ-01047,Customer Support,Sverige,Individual Contributor,Junior,2024-01-17,2024-03-02,45,36,3,EMP-03339,Internal
REQ-01048,Sales,Danmark,Individual Contributor,Junior,2024-11-19,2024-12-10,21,106,14,EMP-03342,Job Board
REQ-01049,Engineering,Norge,Individual Contributor,Junior,2024-10-11,2024-12-10,60,61,8,EMP-03343,LinkedIn
REQ-01050,Marketing,Tyskland,Individual Contributor,Junior,2022-02-02,2022-03-08,34,46,4,EMP-03344,Job Board
REQ-01051,Sales,Finland,Individual Contributor,Mid,2024-10-27,2024-12-10,44,149,12,EMP-03348,Agency
REQ-01052,Sales,Sverige,Individual Contributor,Junior,2023-01-14,2023-02-22,39,92,9,EMP-03350,LinkedIn
REQ-01053,Engineering,Tyskland,Individual Contributor,Junior,2023-02-21,2023-04-25,63,46,4,EMP-03354,Referral
REQ-01054,Operations,Sverige,Individual Contributor,Junior,2024-11-20,2024-12-10,20,116,8,EMP-03358,Job Board
REQ-01055,HR,Sverige,Individual Contributor,Junior,2024-03-04,2024-04-27,54,114,9,EMP-03362,LinkedIn
REQ-01056,R&D,Sverige,Individual Contributor,Mid,2021-12-25,2022-02-16,53,129,6,EMP-03366,LinkedIn
REQ-01057,Marketing,Norge,Individual Contributor,Junior,2023-09-19,2023-10-14,25,95,13,EMP-03367,Job Board
REQ-01058,Sales,Norge,Individual Contributor,Mid,2022-05-30,2022-07-30,61,71,8,EMP-03372,Referral
REQ-01059,Finance,Norge,Individual Contributor,Junior,2024-11-08,2024-12-10,32,30,4,EMP-03375,LinkedIn
REQ-01060,Sales,Norge,Individual Contributor,Junior,2024-10-28,2024-12-10,43,95,3,EMP-03379,Referral
REQ-01061,Engineering,Norge,Individual Contributor,Junior,2022-12-31,2023-02-12,43,113,15,EMP-03382,LinkedIn
REQ-01062,Engineering,Danmark,Individual Contributor,Junior,2023-09-03,2023-11-04,62,123,12,EMP-03384,LinkedIn
REQ-01063,Customer Support,Danmark,Individual Contributor,Junior,2023-05-17,2023-06-14,28,43,7,EMP-03385,Job Board
REQ-01064,Customer Support,Tyskland,Individual Contributor,Mid,2021-12-06,2022-01-12,37,133,6,EMP-03387,Internal
REQ-01065,Customer Support,Norge,Individual Contributor,Junior,2024-11-26,2024-12-10,14,107,12,EMP-03391,Internal
REQ-01066,Marketing,Norge,Individual Contributor,Mid,2023-04-28,2023-05-25,27,57,14,EMP-03392,Referral
REQ-01067,HR,Sverige,Individual Contributor,Junior,2022-11-26,2022-12-22,26,118,15,EMP-03394,LinkedIn
REQ-01068,Engineering,Norge,Individual Contributor,Junior,2024-11-19,2024-12-10,21,141,10,EMP-03395,LinkedIn
REQ-01069,Sales,Sverige,Individual Contributor,Junior,2023-02-05,2023-03-23,46,45,13,EMP-03399,Referral
REQ-01070,R&D,Norge,Individual Contributor,Junior,2024-11-11,2024-12-10,29,128,8,EMP-03400,Referral
REQ-01071,Marketing,Norge,Individual Contributor,Junior,2024-10-21,2024-11-04,14,120,15,EMP-03401,LinkedIn
REQ-01072,Engineering,Sverige,Individual Contributor,Mid,2023-08-13,2023-10-11,59,138,9,EMP-03404,LinkedIn
REQ-01073,Engineering,Danmark,Individual Contributor,Junior,2022-05-31,2022-08-05,66,121,6,EMP-03405,Internal
REQ-01074,Finance,Sverige,Individual Contributor,Mid,2022-08-07,2022-09-08,32,82,9,EMP-03406,Internal
REQ-01075,Engineering,Norge,Individual Contributor,Junior,2023-11-07,2023-12-04,27,111,8,EMP-03412,Referral
REQ-01076,Sales,Finland,Individual Contributor,Junior,2024-11-24,2024-12-10,16,49,10,EMP-03413,LinkedIn
REQ-01077,R&D,Finland,Individual Contributor,Junior,2022-10-06,2022-11-01,26,34,9,EMP-03416,Referral
REQ-01078,Customer Support,Sverige,Individual Contributor,Junior,2022-04-11,2022-05-03,22,124,10,EMP-03417,Referral
REQ-01079,Engineering,Sverige,Individual Contributor,Junior,2024-09-26,2024-12-10,75,77,12,EMP-03420,Job Board
REQ-01080,Engineering,Sverige,Individual Contributor,Junior,2022-08-06,2022-09-21,46,67,7,EMP-03425,Internal
REQ-01081,HR,Sverige,Individual Contributor,Junior,2024-11-25,2024-12-10,15,124,5,EMP-03429,LinkedIn
REQ-01082,Marketing,Norge,Individual Contributor,Mid,2023-02-11,2023-03-08,25,92,6,EMP-03430,Referral
REQ-01083,HR,Norge,Individual Contributor,Junior,2024-02-13,2024-04-04,51,64,11,EMP-03431,Job Board
REQ-01084,Customer Support,Finland,Individual Contributor,Junior,2024-01-04,2024-02-26,53,41,8,EMP-03436,Referral
REQ-01085,R&D,Norge,Individual Contributor,Junior,2023-01-23,2023-02-27,35,72,10,EMP-03439,Referral
REQ-01086,Finance,Finland,Specialist,Mid,2023-09-18,2023-10-30,42,92,10,EMP-03441,Referral
REQ-01087,Engineering,Norge,Individual Contributor,Mid,2022-05-14,2022-07-03,50,94,4,EMP-03450,Referral
REQ-01088,Engineering,Norge,Individual Contributor,Junior,2022-01-02,2022-02-23,52,75,6,EMP-03451,Agency
REQ-01089,R&D,Norge,Individual Contributor,Mid,2022-07-07,2022-08-08,32,126,14,EMP-03453,Job Board
REQ-01090,Engineering,Norge,Individual Contributor,Junior,2023-01-26,2023-03-18,51,49,3,EMP-03454,Internal
REQ-01091,HR,Tyskland,Individual Contributor,Mid,2022-08-28,2022-09-27,30,128,10,EMP-03456,Referral
REQ-01092,Marketing,Finland,Individual Contributor,Junior,2022-08-22,2022-09-23,32,31,8,EMP-03457,LinkedIn
REQ-01093,Finance,Tyskland,Specialist,Junior,2022-08-06,2022-09-06,31,105,3,EMP-03458,LinkedIn
REQ-01094,Engineering,Norge,Individual Contributor,Junior,2024-10-11,2024-12-04,54,45,9,EMP-03464,Agency
REQ-01095,Engineering,Sverige,Individual Contributor,Mid,2024-05-30,2024-07-08,39,112,7,EMP-03467,Agency
REQ-01096,Customer Support,Finland,Individual Contributor,Junior,2024-03-16,2024-05-06,51,34,13,EMP-03473,Agency
REQ-01097,Operations,Norge,Specialist,Mid,2022-09-13,2022-10-30,47,47,11,EMP-03474,Internal
REQ-01098,Sales,Norge,Individual Contributor,Junior,2024-10-31,2024-12-10,40,99,9,EMP-03476,LinkedIn
REQ-01099,Customer Support,Finland,Individual Contributor,Junior,2023-06-19,2023-07-25,36,146,9,EMP-03477,LinkedIn
REQ-01100,Sales,Sverige,Individual Contributor,Mid,2021-12-20,2022-01-25,36,114,10,EMP-03487,Internal
REQ-01101,HR,Sverige,Individual Contributor,Mid,2022-10-29,2022-12-05,37,120,7,EMP-03488,Referral
REQ-01102,Engineering,Norge,Individual Contributor,Mid,2024-10-19,2024-12-10,52,26,6,EMP-03496,Job Board
REQ-01103,Operations,Norge,Individual Contributor,Mid,2022-02-07,2022-04-05,57,71,13,EMP-03499,LinkedIn
REQ-01104,Marketing,Sverige,Individual Contributor,Mid,2023-02-17,2023-03-06,17,92,5,EMP-03505,Referral
REQ-01105,Operations,Finland,Individual Contributor,Junior,2024-09-28,2024-11-15,48,130,9,EMP-03508,LinkedIn
REQ-01106,R&D,Norge,Individual Contributor,Junior,2024-11-12,2024-12-10,28,147,4,EMP-03516,Job Board
REQ-01107,Engineering,Finland,Individual Contributor,Junior,2022-08-29,2022-10-09,41,56,4,EMP-03525,Referral
REQ-01108,Marketing,Norge,Specialist,Mid,2022-04-10,2022-04-26,16,124,9,EMP-03526,Agency
REQ-01109,Sales,Danmark,Individual Contributor,Junior,2024-08-14,2024-10-01,48,106,9,EMP-03530,Referral
REQ-01110,Engineering,Danmark,Individual Contributor,Mid,2022-03-06,2022-04-03,28,79,12,EMP-03538,LinkedIn
REQ-01111,Marketing,Sverige,Individual Contributor,Junior,2024-11-01,2024-12-10,39,31,10,EMP-03539,Job Board
REQ-01112,HR,Tyskland,Individual Contributor,Junior,2022-11-16,2022-12-22,36,147,13,EMP-03547,Referral
REQ-01113,Sales,Finland,Individual Contributor,Junior,2024-03-25,2024-04-26,32,61,15,EMP-03551,Agency
REQ-01114,Customer Support,Finland,Specialist,Mid,2022-06-13,2022-08-09,57,125,8,EMP-03555,Agency
REQ-01115,Operations,Finland,Individual Contributor,Mid,2024-03-31,2024-04-27,27,125,4,EMP-03561,Job Board
REQ-01116,Customer Support,Sverige,Individual Contributor,Junior,2023-10-02,2023-10-28,26,137,14,EMP-03568,Referral
REQ-01117,Sales,Danmark,Individual Contributor,Mid,2023-02-14,2023-03-04,18,110,14,EMP-03570,Job Board
REQ-01118,R&D,Norge,Individual Contributor,Junior,2024-10-25,2024-12-10,46,140,13,EMP-03576,LinkedIn
REQ-01119,Engineering,Sverige,Individual Contributor,Mid,2022-10-29,2023-01-04,67,85,3,EMP-03577,Job Board
REQ-01120,Customer Support,Tyskland,Individual Contributor,Mid,2022-11-22,2022-12-30,38,60,9,EMP-03578,LinkedIn
REQ-01121,Customer Support,Norge,Individual Contributor,Junior,2024-05-30,2024-08-11,73,52,6,EMP-03582,LinkedIn
REQ-01122,Sales,Sverige,Individual Contributor,Mid,2023-03-01,2023-04-11,41,85,8,EMP-03586,Agency
REQ-01123,Marketing,Norge,Individual Contributor,Junior,2021-11-22,2022-01-05,44,64,7,EMP-03587,Internal
REQ-01124,R&D,Finland,Individual Contributor,Mid,2023-10-12,2023-12-11,60,87,12,EMP-03594,Internal
REQ-01125,Marketing,Tyskland,Individual Contributor,Mid,2023-11-23,2023-12-17,24,136,9,EMP-03597,LinkedIn
REQ-01126,Customer Support,Norge,Individual Contributor,Junior,2022-08-06,2022-09-16,41,67,9,EMP-03602,LinkedIn
REQ-01127,Sales,Norge,Individual Contributor,Junior,2023-04-13,2023-05-03,20,38,3,EMP-03604,Referral
REQ-01128,Customer Support,Tyskland,Specialist,Mid,2022-06-10,2022-06-25,15,107,13,EMP-03605,Referral
REQ-01129,Customer Support,Danmark,Individual Contributor,Junior,2023-06-05,2023-07-26,51,38,11,EMP-03606,LinkedIn
REQ-01130,Customer Support,Sverige,Individual Contributor,Mid,2023-06-04,2023-06-26,22,24,10,EMP-03607,Internal
REQ-01131,Sales,Sverige,Individual Contributor,Mid,2022-12-03,2023-01-09,37,76,13,EMP-03611,LinkedIn
REQ-01132,Engineering,Norge,Individual Contributor,Junior,2024-02-14,2024-04-28,74,49,8,EMP-03613,Referral
REQ-01133,Operations,Finland,Individual Contributor,Mid,2023-08-13,2023-08-30,17,126,10,EMP-03619,LinkedIn
REQ-01134,Finance,Norge,Specialist,Mid,2022-03-27,2022-05-10,44,69,6,EMP-03620,Internal
REQ-01135,Sales,Norge,Individual Contributor,Junior,2023-02-04,2023-03-10,34,30,11,EMP-03622,Job Board
REQ-01136,Sales,Sverige,Individual Contributor,Mid,2021-11-29,2022-01-01,33,42,12,EMP-03633,Internal
REQ-01137,Finance,Norge,Specialist,Mid,2022-07-24,2022-08-28,35,71,11,EMP-03636,Agency
REQ-01138,Operations,Norge,Individual Contributor,Mid,2022-01-31,2022-03-07,35,34,9,EMP-03637,Internal
REQ-01139,Sales,Finland,Individual Contributor,Mid,2022-02-12,2022-04-05,52,123,14,EMP-03638,Internal
REQ-01140,Finance,Norge,Individual Contributor,Mid,2023-01-31,2023-02-19,19,66,7,EMP-03639,Internal
REQ-01141,Engineering,Danmark,Individual Contributor,Junior,2024-10-14,2024-12-10,57,113,9,EMP-03644,Agency
REQ-01142,Operations,Tyskland,Individual Contributor,Junior,2023-07-30,2023-08-17,18,42,4,EMP-03645,LinkedIn
REQ-01143,Engineering,Norge,Individual Contributor,Mid,2023-09-24,2023-12-14,81,69,3,EMP-03650,Job Board
REQ-01144,Sales,Danmark,Individual Contributor,Junior,2022-04-01,2022-05-04,33,132,8,EMP-03652,Referral
REQ-01145,Engineering,Tyskland,Individual Contributor,Junior,2022-02-18,2022-04-11,52,74,11,EMP-03653,Agency
REQ-01146,Customer Support,Norge,Individual Contributor,Junior,2021-11-08,2022-01-08,61,27,7,EMP-03655,LinkedIn
REQ-01147,R&D,Norge,Individual Contributor,Mid,2022-12-22,2023-01-14,23,95,15,EMP-03657,Internal
REQ-01148,R&D,Danmark,Individual Contributor,Mid,2022-01-31,2022-03-06,34,88,4,EMP-03658,Job Board
REQ-01149,Customer Support,Norge,Individual Contributor,Junior,2024-06-25,2024-07-09,14,39,9,EMP-03664,Referral
REQ-01150,Finance,Norge,Individual Contributor,Mid,2024-03-22,2024-04-11,20,45,6,EMP-03667,Job Board
REQ-01151,HR,Norge,Specialist,Mid,2022-03-23,2022-04-06,14,121,6,EMP-03670,Internal
REQ-01152,Engineering,Norge,Individual Contributor,Junior,2021-12-31,2022-03-02,61,103,7,EMP-03676,Internal
REQ-01153,Sales,Sverige,Individual Contributor,Junior,2024-10-28,2024-12-10,43,109,6,EMP-03678,Referral
REQ-01154,HR,Finland,Individual Contributor,Mid,2022-10-14,2022-11-21,38,127,4,EMP-03691,Agency
REQ-01155,Engineering,Sverige,Individual Contributor,Mid,2023-04-11,2023-05-23,42,23,7,EMP-03696,Job Board
REQ-01156,Customer Support,Tyskland,Individual Contributor,Junior,2024-09-18,2024-11-06,49,25,11,EMP-03700,Referral
